StreetAddress,City,State,Zip,AUTO_UNIQUE_ID_2016-07-07_marky_r_dop_services,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType,CensusYear,CensusPlaceFips,CensusMsaFips,CensusMetDivFips,CensusMcdFips,CensusCbsaMicro,CensusCbsaFips,CensusBlock,CensusBlockGroup,CensusTract,CensusCountyFips,CensusStateFips,naaccrCertCode,naaccrCertType
2040 N. Garey Ave,Pomona,CA,91767,155,USCGeocoder,12,1,4.1,,22e1b44b-a813-47bc-a7b0-d4915d522764,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,2016.4228339195,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,34.0836287768,-117.7518275913,Relaxed,TwoThousandTen,58072,4472,31084,90810,0,31100,2006,2,4021.02,37,6,1,ResidenceStreetAddress
2040 W. Holt Ave.,Pomona,CA,91768,156,USCGeocoder,5,1,4.1,,24764449-b2c3-4d5b-953d-39eb9dc96789,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1232.4551852976,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.0613740269,-117.7867602091,Exact,TwoThousandTen,58072,4472,31084,90810,0,31100,1003,1,4024.02,37,6,1,ResidenceStreetAddress
20470A Yellowbrick Rd.,Walnut,CA,91789,157,USCGeocoder,28,1,4.1,,1b638387-ef9c-402d-bd99-b50f229c727e,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,2262.3687170222,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,33.9994481467,-117.8575209771,Relaxed;Soundex,TwoThousandTen,19192,4472,31084,90810,0,31100,1070,1,4033.03,37,6,1,ResidenceStreetAddress
206 W. Las Tunas,San Gabriel Valley,CA,91776,158,USCGeocoder,96,1,4.1,,5508dcab-0e79-4e66-b3ae-9aae48e4959c,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1831.4629181861,LinearInterpolationAddressRange,StreetSegment,96.0355029586,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.1024239404,-118.1021318137,Relaxed,TwoThousandTen,67042,4472,31084,93200,0,31100,2000,2,4811.01,37,6,1,ResidenceStreetAddress
207 N. Garfield Ave.,Pasadena,CA,91107,159,USCGeocoder,116,1,4.1,,eaf35964-6074-4fd9-bffe-8ebd0e7f2414,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2905.2288413176,LinearInterpolationAddressRange,StreetSegment,96.0059171598,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.1494489348,-118.1443776116,Relaxed,TwoThousandTen,56000,4472,31084,92400,0,31100,1008,1,4619.02,37,6,1,ResidenceStreetAddress
"209 W. Pearl, St.",Pomona,CA,91766,160,USCGeocoder,86,1,4.1,,5e525aba-0957-4c30-a340-7c40169613e6,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2836.0757802136,LinearInterpolationAddressRange,StreetSegment,96.0059171598,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.0646454603,-117.7525732241,Relaxed,TwoThousandTen,58072,4472,31084,90810,0,31100,1007,1,4023.03,37,6,1,ResidenceStreetAddress
210 E. Foothill Blvd.,Pomona,CA,NA,161,USCGeocoder,32,1,4.1,,c65158fe-ab4e-4ea5-aa27-0dc1e237b701,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,4749.9053907394,ArealInterpolationGeometricCentroid,Parcel,96.7455621302,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,34.1065907872,-117.7462037633,Relaxed,TwoThousandTen,58072,4472,31084,90810,0,31100,1006,1,4017.04,37,6,1,ResidenceStreetAddress
210 N. Citrus Ave.,Azusa,CA,91702,162,USCGeocoder,19,1,4.1,,64ba7652-6d46-47d0-bb4a-907827a66def,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,2203.0364852228,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,34.1241879015,-117.8896159535,Relaxed,TwoThousandTen,3386,4472,31084,90810,0,31100,2009,2,4042.02,37,6,1,ResidenceStreetAddress
21329 Cienega Ave,Covina,CA,91724,163,USCGeocoder,32,1,4.1,,06634df8-bc13-45d8-b2c2-6039912ef0a1,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,1985.3516101632,ArealInterpolationGeometricCentroid,Parcel,94.2603550296,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,34.1033531183,-117.838035234,Relaxed,TwoThousandTen,12734,4472,31084,90810,0,31100,3002,3,4038.02,37,6,1,ResidenceStreetAddress
2151 S. Diamond Bar Blvd,Diamond Bar,CA,91765,164,USCGeocoder,104,1,4.1,,4e705722-1ab4-43eb-8973-1c7ff9802894,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5877.7220323214,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,33.9859896795,-117.8257440324,Exact,TwoThousandTen,19192,4472,31084,90810,0,31100,1023,1,4033.22,37,6,1,ResidenceStreetAddress
21540 Plummer Street,Chatsworth,CA,91311,165,USCGeocoder,149,1,4.1,,a493916b-985d-4cde-b02a-ca5571d2f9bd,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,8630.6013791382,LinearInterpolationAddressRange,StreetSegment,98.9940828402,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.2426159711,-118.5997300472,Relaxed,TwoThousandTen,44000,4472,31084,92785,0,31100,1029,1,1132.37,37,6,1,ResidenceStreetAddress
2180 W. Valley Blvd.,Pomona,CA,91768,166,USCGeocoder,26,1,4.1,,4972c526-4687-46cf-8c34-df614f154404,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3529.4453940734,LinearInterpolationAddressRange,StreetSegment,89.9408284024,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.0612971979,-117.7898984064,Relaxed,TwoThousandTen,58072,4472,31084,90810,0,31100,4006,4,4024.02,37,6,1,ResidenceStreetAddress
2232 S. Garey Ave.,Pomona,CA,91766,167,USCGeocoder,31,1,4.1,,d68929d9-ebb4-44ff-a82f-fba6ddc6dad6,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,8421.7098690895,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.0308916407,-117.7490693072,Exact,TwoThousandTen,58072,4472,31084,90810,0,31100,2001,2,4029.02,37,6,1,ResidenceStreetAddress
225 W Broadway,Glendora,CA,91740,168,USCGeocoder,222,1,4.1,,714a514e-15cd-45d4-8abe-d76b1dd1679c,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,34.115217,-117.85934,Exact,TwoThousandTen,30014,4472,31084,90810,0,31100,1002,1,4012.03,37,6,4,ResidenceZIP
233 Harrison Ave,Claremont,CA,91711,169,USCGeocoder,71,1,4.1,,12adf740-5683-42d2-b1de-ad2ca7df257c,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1297.5760952602,LinearInterpolationAddressRange,StreetSegment,97.9289940828,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.0987161518,-117.7178679776,Relaxed,TwoThousandTen,13756,4472,31084,90810,0,31100,1027,1,4019.02,37,6,1,ResidenceStreetAddress
2330 Beverly Blvd.,Los Angeles,CA,90057,170,USCGeocoder,27,1,4.1,,1b3a5d12-14c9-48b5-9eed-82f725577819,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,1265.5821296424,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,34.0678847881,-118.2739305087,Relaxed,TwoThousandTen,44000,4472,31084,91750,0,31100,2000,2,2085.02,37,6,1,ResidenceStreetAddress
2343 N San Antonio Ave,Pomona,CA,91767,171,USCGeocoder,132,1,4.1,,858d337b-28fe-4812-8771-e099980246bf,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1922.4121414311,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.0856821984,-117.7368606821,Exact,TwoThousandTen,58072,4472,31084,90810,0,31100,3010,3,4021.01,37,6,1,ResidenceStreetAddress
2343 San Antonio,Pomona,CA,91767,172,USCGeocoder,7,1,4.1,,74b3e201-57c0-4410-9cb8-219b71e79d79,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1922.4121414311,LinearInterpolationAddressRange,StreetSegment,94.9704142012,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.0856821984,-117.7368606821,Relaxed,TwoThousandTen,58072,4472,31084,90810,0,31100,3010,3,4021.01,37,6,1,ResidenceStreetAddress
2355 Westwood Blvd.,Los Angeles,CA,90064,173,USCGeocoder,70,1,4.1,,ea6965b0-6f9b-46b6-a623-87f455c27cc8,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,6540.2450220343,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.041081976,-118.4294399824,Exact,TwoThousandTen,44000,4472,31084,91750,0,31100,2007,2,2678,37,6,1,ResidenceStreetAddress
240 E. Monterey,Pomona,CA,91767,174,USCGeocoder,98,1,4.1,,3dc40f87-20ef-4091-b160-7e780c7d921d,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4331.9084921561,LinearInterpolationAddressRange,StreetSegment,97.0414201183,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.0605411965,-117.7471628655,Relaxed,TwoThousandTen,58072,4472,31084,90810,0,31100,2004,2,4088,37,6,1,ResidenceStreetAddress
240 N. Breed St.,Los Angeles,CA,90033,175,USCGeocoder,168,1,4.1,,b781eb95-d688-408a-b544-419568413eda,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4717.3915630248,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.0462396485,-118.2095407044,Exact,TwoThousandTen,44000,4472,31084,91750,0,31100,1002,1,2044.2,37,6,1,ResidenceStreetAddress
241 N. Figueroa St.,Los Angeles,CA,90012,176,USCGeocoder,50,1,4.1,,12ad2e6d-253b-4ee4-b442-945140936559,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,6124.8873825353,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.0587972112,-118.2508199926,Exact,TwoThousandTen,44000,4472,31084,91750,0,31100,1004,1,2074,37,6,1,ResidenceStreetAddress
2453 Troy Ave.,South El Monte,CA,91733,177,USCGeocoder,61,1,4.1,,ed4a7306-25d7-4026-8e82-f8eb2923f17d,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,9001.0806106022,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.0563845737,-118.0658882981,Exact,TwoThousandTen,72996,4472,31084,93510,0,31100,1019,1,4335.01,37,6,1,ResidenceStreetAddress
248 E. Monterey Ave.,Pomona,CA,91768,178,USCGeocoder,48,1,4.1,,c0a47198-3c89-4c5f-8227-8d0c5e5ada92,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4331.9084921561,LinearInterpolationAddressRange,StreetSegment,96.0059171598,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.0605458026,-117.7469871079,Relaxed,TwoThousandTen,58072,4472,31084,90810,0,31100,2004,2,4088,37,6,1,ResidenceStreetAddress
248 Monterey,Pomona,CA,91767,179,USCGeocoder,8,1,4.1,,b3d56e8c-313d-425e-bf9a-ef606b00d202,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4331.9084921561,LinearInterpolationAddressRange,StreetSegment,94.9704142012,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.0605458026,-117.7469871079,Relaxed,TwoThousandTen,58072,4472,31084,90810,0,31100,2004,2,4088,37,6,1,ResidenceStreetAddress
2500 E. Foothill Blvd,Pasadena,CA,91107,180,USCGeocoder,44,1,4.1,,53883966-f0f7-494b-a577-8dcc6b4a219c,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2169.9795532776,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.1497270271,-118.0985982418,Exact,TwoThousandTen,56000,4472,31084,92400,0,31100,3048,3,4629,37,6,1,ResidenceStreetAddress
2500 Wilshire Ave,Los Angeles,CA,90057,181,USCGeocoder,2,1,4.1,,93a948bf-190f-41c9-946d-1e507bfbc796,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,3353.2142516971,ArealInterpolationGeometricCentroid,Parcel,93.4911242604,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,34.0599809918,-118.2811923046,Relaxed,TwoThousandTen,44000,4472,31084,91750,0,31100,2003,2,2088.02,37,6,1,ResidenceStreetAddress
2512 River Plaza Drive,Sacramento,CA,95833,182,USCGeocoder,150,1,4.1,,a7396d59-2a62-4e80-a447-2903a5f06de7,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,38.6172,-121.497424,Exact,TwoThousandTen,64000,6922,,92690,0,40900,4005,4,70.14,67,6,4,ResidenceZIP
254 1/2 S. Santa Anita St.,San Gabriel,CA,91786,183,USCGeocoder,45,1,4.1,,ded7ab2a-540b-4cf8-9c6e-f91ee3e616a4,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3730.714744376,LinearInterpolationAddressRange,StreetSegment,92.0118343195,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.0984173395,-118.1075703841,Relaxed,TwoThousandTen,67042,4472,31084,93200,0,31100,1003,1,4811.01,37,6,1,ResidenceStreetAddress
255 East Bonita Ave.,Pomona,CA,91769,184,USCGeocoder,23,1,4.1,,728ec186-b948-45ad-a63e-f559734172e6,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,7395.6763646668,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.0963201508,-117.7456481757,Exact,TwoThousandTen,58072,4472,31084,90810,0,31100,3007,3,4017.04,37,6,1,ResidenceStreetAddress
2550 E. Foothill Blvd,Pasadena,CA,91107,185,USCGeocoder,8,1,4.1,,7dbcc692-bf74-43e4-ba3b-28d51d21a2ca,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2169.9795532776,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.1497433907,-118.0976836963,Exact,TwoThousandTen,56000,4472,31084,92400,0,31100,3048,3,4629,37,6,1,ResidenceStreetAddress
2555 East Colorado Blvd.,Pasadena,CA,91107,186,USCGeocoder,18,1,4.1,,b2ece8f1-bf0a-42eb-a355-e0da7751012c,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,8134.132207036,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,34.1466159066,-118.0979829659,Relaxed,TwoThousandTen,56000,4472,31084,92400,0,31100,3057,3,4629,37,6,1,ResidenceStreetAddress
2615 S. Grand Ave.,Los Angeles,CA,90007,187,USCGeocoder,51,1,4.1,,180df969-bf03-44f6-b608-8f6b14d41093,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2940.3825748833,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.0263672175,-118.2724455918,Exact,TwoThousandTen,44000,4472,31084,91750,0,31100,2000,2,2246,37,6,1,ResidenceStreetAddress
2618 Loma St,South El Monte,CA,91733,188,USCGeocoder,135,1,4.1,,afbe7861-19f7-446e-80a4-38b20677c985,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3411.1185398374,LinearInterpolationAddressRange,StreetSegment,94.0828402367,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.0593138152,-118.068687801,Relaxed,TwoThousandTen,72996,4472,31084,93510,0,31100,1013,1,4335.01,37,6,1,ResidenceStreetAddress
264 E. Monterey Ave.,Pomona,CA,91769,189,USCGeocoder,39,1,4.1,,3476f538-eb62-4f0a-b891-909e1af0ecde,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4331.9084921561,LinearInterpolationAddressRange,StreetSegment,96.0059171598,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.0605550147,-117.7466355927,Relaxed,TwoThousandTen,58072,4472,31084,90810,0,31100,2004,2,4088,37,6,1,ResidenceStreetAddress
267 N. Belmont Ave.,Los Angeles,CA,90026,190,USCGeocoder,31,1,4.1,,927f48c3-56a7-4173-8729-bd3792d2b46f,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,985.1270898879,ArealInterpolationGeometricCentroid,Parcel,95.2662721893,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,34.0665775611,-118.2634600494,Relaxed,TwoThousandTen,44000,4472,31084,91750,0,31100,2006,2,2083.02,37,6,1,ResidenceStreetAddress
2670 Griffin Ave.,Los Angeles,CA,90031,191,USCGeocoder,109,1,4.1,,cdb98873-8cb4-4bbc-bafd-cc7d96d2c601,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,6322.2097030683,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.0779314209,-118.2117583859,Exact,TwoThousandTen,44000,4472,31084,91750,0,31100,2000,2,1992.01,37,6,1,ResidenceStreetAddress
2700 E. Foothill Blvd.,Pasadena,CA,91107,192,USCGeocoder,1,1,4.1,,a8fa3119-4bae-4c21-a9ff-0d67f56f0b97,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,4840.1229678569,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,34.1493893643,-118.0947731662,Relaxed,TwoThousandTen,56000,4472,31084,92400,0,31100,3054,3,4629,37,6,1,ResidenceStreetAddress
2703 Walnut Grove Ave,Rosemead,CA,91770,193,USCGeocoder,57,1,4.1,,e677a6ea-a8e3-426d-b6a5-1aa9d4dc37c6,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1964.6929882122,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.0611456711,-118.0820344389,Exact,TwoThousandTen,62896,4472,31084,93200,0,31100,1000,1,4824.02,37,6,1,ResidenceStreetAddress
2740 Mountain View Rd,El Monte,CA,91732,194,USCGeocoder,13,1,4.1,,f1db44a3-ec98-4d65-8080-2f812cc279ac,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,4072.3266969323,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,34.060133755,-118.023841976,Relaxed,TwoThousandTen,22230,4472,31084,93510,0,31100,3000,3,4339.01,37,6,1,ResidenceStreetAddress
275 E. Foothill Blvd.,Pomona,CA,91767,195,USCGeocoder,109,1,4.1,,ee9fe68e-247e-41a4-9ba0-36ff065afe9b,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3739.1634761586,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.1072784843,-117.743909333,Exact,TwoThousandTen,58072,4472,31084,90810,0,31100,2032,2,4017.01,37,6,1,ResidenceStreetAddress
27716 Vista Delgado Dr.,Santa Clarita,CA,91354,196,USCGeocoder,89,1,4.1,,995cb654-f8ac-49fb-b06b-26cad54b25ef,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,34.44512,-118.546414,Exact,TwoThousandTen,69088,4472,31084,92110,0,31100,1014,1,9201.1,37,6,4,ResidenceZIP
286 Beaver Ct.,Pomona,CA,NA,197,USCGeocoder,101,1,4.1,,e9df4d15-f390-4a32-9e43-60a56507e9cf,98,Unknown,Success,LOCATION_TYPE_STREET_ADDRESS,Kilometers,ArealInterpolation,423966.987,ArealInterpolationGeometricCentroid,State,100,FeatureClassBased,ReturnAll,,StateCentroid,,,0,37.2400490281,-119.5032355358,Exact,TwoThousandTen,,680,,92220,0,31460,3044,3,1.02,39,6,9,Missing
300 E Walnut Street,Pasadena,CA,91101,198,USCGeocoder,293,1,4.1,,a5b714b3-4d5e-4bf1-adbd-9a309bafe1c3,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2774.4566448513,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.1494388318,-118.1441238556,Exact,TwoThousandTen,56000,4472,31084,92400,0,31100,1007,1,4619.02,37,6,1,ResidenceStreetAddress
300 S. Park Ave.,Pomona,CA,NA,199,USCGeocoder,180,1,4.1,,47c8ec3c-449e-4968-b5eb-f30a3fa97a56,98,Unknown,Success,LOCATION_TYPE_STREET_ADDRESS,Kilometers,ArealInterpolation,423966.987,ArealInterpolationGeometricCentroid,State,100,FeatureClassBased,ReturnAll,,StateCentroid,,,0,37.2400490281,-119.5032355358,Exact,TwoThousandTen,,680,,92220,0,31460,3044,3,1.02,39,6,9,Missing
301 E. Foothill Blvd,Arcadia,CA,91006,200,USCGeocoder,42,1,4.1,,065cd815-cb8d-4a85-95c8-500cd37267e0,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2697.2164788898,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.1511704326,-118.0230254171,Exact,TwoThousandTen,2462,4472,31084,93510,0,31100,1017,1,4304,37,6,1,ResidenceStreetAddress
303 S. Park,Pomona,CA,NA,201,USCGeocoder,1639,1,4.1,,38fef185-cd2e-4343-bfd6-668988709617,98,Unknown,Success,LOCATION_TYPE_STREET_ADDRESS,Kilometers,ArealInterpolation,423966.987,ArealInterpolationGeometricCentroid,State,100,FeatureClassBased,ReturnAll,,StateCentroid,,,0,37.2400490281,-119.5032355358,Exact,TwoThousandTen,,680,,92220,0,31460,3044,3,1.02,39,6,9,Missing
310 North Second Ave,Covina,CA,91723,202,USCGeocoder,152,1,4.1,,067f3361-ef64-47b6-8a07-5eb32e5b18a0,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2182.5259987491,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.088563712,-117.887806145,Exact,TwoThousandTen,16742,4472,31084,90810,0,31100,2015,2,4061.01,37,6,1,ResidenceStreetAddress
310 Winston St.,Los Angeles,CA,90013,203,USCGeocoder,79,1,4.1,,0ca12ee8-0671-4cf7-b2e9-6581898ed42d,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3855.1258620089,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.0453951208,-118.2450409368,Exact,TwoThousandTen,44000,4472,31084,91750,0,31100,1005,1,2062,37,6,1,ResidenceStreetAddress
315 W. 9th St.,Los Angeles,CA,90015,204,USCGeocoder,103,1,4.1,,99f0913a-6705-41c8-b5b7-72cd9092f87c,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,693.9530466199,ArealInterpolationGeometricCentroid,Parcel,93.6686390533,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,34.0331064405,-118.5049313701,Relaxed,TwoThousandTen,70000,4472,31084,92920,0,31100,1042,1,7013.04,37,6,1,ResidenceStreetAddress
320 S. Garfield Ave,Alhambra,CA,91801,205,USCGeocoder,3,1,4.1,,c59c8f9a-6090-4482-89f4-c88794710ff3,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,3008.8064510226,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,34.0919620346,-118.1241748928,Relaxed,TwoThousandTen,884,4472,31084,93200,0,31100,2005,2,4810.02,37,6,1,ResidenceStreetAddress
325 Azusa Ave,Azusa,CA,91702,206,USCGeocoder,30,1,4.1,,7c4c91f8-ae46-43fa-bf86-04d3c30caee2,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,8972.7108409405,ArealInterpolationGeometricCentroid,Parcel,94.2603550296,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,34.1171075482,-117.908329052,Relaxed,TwoThousandTen,3386,4472,31084,90810,0,31100,4001,4,4044.02,37,6,1,ResidenceStreetAddress
